Trial ID,Range/Row,Plot ID,Location Code,Count,Planting Area,Research Station,Trial Info,Entry Number,ABBRC1,ABBRC2,ABBRC3,Material ID,Admin Code,Responsible Store,CGenes,Material Lot,Plot Barcode,Delay in Planting,Material Store,MINT Container ID,Container ALT ID
16DRGJFG652P11D,/,1014,P11D,,,PHGS,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208281000,,,6E53826F-6DA8-4F39-98A5-E1A4C9586000,CNCHYNS945556
16DRGJFG652P13B,/,1014,P13B,,,PHBB,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208281056,,,1FB83536-EBC3-4A59-84A8-A83C94851EA6,CNCHYNS945576
16DRGJFG652P13B,/,2014,P13B,,,PHBB,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208281042,,,6B8BD6A1-684B-447B-844D-3387525A0B0E,CNCHYNS945562
16DRGJFG652P10A,/,1013,P10A,,,PHGS,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208281029,,,A3B77CF2-7E5C-4577-9A0E-70B8E0D0B21A,CNCHYNS945558
16DRGJFG652P10A,/,2013,P10A,,,PHGS,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208281015,,,046C1BEB-7E33-4A33-B95D-5C1E19B9A341,CNCHYNS945560
16DRGJFG652P10C,/,2013,P10C,,,PHGS,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208280959,,,79995167-C246-4C7D-94BA-044068D92743,CNCHYNS945635
16DRGJFG652P10C,/,1013,P10C,,,PHGS,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208280973,,,C49EC7F1-F284-4EEA-A024-34F1E0F37CF3,CNCHYNS945637
16DRGJFG652P11D,/,2013,P11D,,,PHGS,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208280987,,,93F4DF05-0B9C-4FDA-AF69-3DA186EA0F32,CNCHYNS945592
16DRGJFG652P11D,/,1013,P11D,,,PHGS,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208281001,,,6258D01D-48C0-4D0C-99EF-15006CA9EF2E,CNCHYNS945623
16DRGJFG652P13B,/,1013,P13B,,,PHBB,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208281057,,,46BB8015-8444-4306-A6C9-BA76B671B9C4,CNCHYNS945651
16DRGJFG652P13B,/,2013,P13B,,,PHBB,GJ FG    652,13,Bhealer 101,,,16RC110009,Batch#C8H01007GC-SH10,PHGS,,,GO208281043,,,67F6704D-78A2-4C96-9B36-7A2C0CD52510,CNCHYNS945585
