Trial ID,Range/Row,Plot ID,Location Code,Count,Planting Area,Research Station,Trial Info,Entry Number,ABBRC1,ABBRC2,ABBRC3,Material ID,Admin Code,Responsible Store,CGenes,Material Lot,Plot Barcode,Delay in Planting,Material Store,MINT Container ID,Container ALT ID
16DRGJFG652P11D,/,2002,P11D,,,PHGS,GJ FG    652,2,NK6410BGT,,,16RC001260,16WEWG1015.6B/16WEWG1016,PHGS,Bt11;GA21B;TC1507,,GO208280998,,,1E3455D5-6CA7-4550-96DC-6F0B95207657,CNCHYNS945625
16DRGJFG652P13B,/,2002,P13B,,,PHBB,GJ FG    652,2,NK6410BGT,,,16RC001260,16WEWG1015.6B/16WEWG1016,PHGS,Bt11;GA21B;TC1507,,GO208281054,,,D73B1919-8EF3-4AE6-A569-525F5B26612D,CNCHYNS945618
16DRGJFG652P13B,/,1002,P13B,,,PHBB,GJ FG    652,2,NK6410BGT,,,16RC001260,16WEWG1015.6B/16WEWG1016,PHGS,Bt11;GA21B;TC1507,,GO208281068,,,EA476872-0667-4226-A934-3DC76DCE6A7A,CNCHYNS945593
16DRGJFG652P10A,/,1012,P10A,,,PHGS,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208281030,,,07525A03-66D6-4EF9-9246-B77D9FC06322,CNCHYNS945549
16DRGJFG652P10A,/,2012,P10A,,,PHGS,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208281016,,,05A5B7B7-6BF2-4402-9F7C-88C647C5ABDC,CNCHYNS945636
16DRGJFG652P10C,/,1012,P10C,,,PHGS,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208280974,,,0069E359-A12D-45F9-82B1-52C7834141BB,CNCHYNS945642
16DRGJFG652P10C,/,2012,P10C,,,PHGS,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208280960,,,4490266D-B130-4315-9BEF-9E4C61553391,CNCHYNS945610
16DRGJFG652P11D,/,2012,P11D,,,PHGS,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208280988,,,DED37C7B-8F42-4741-82F2-751AA4D97E14,CNCHYNS945631
16DRGJFG652P11D,/,1012,P11D,,,PHGS,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208281002,,,76A44DBC-31B4-46C1-ACF3-ABB7D051CA17,CNCHYNS945600
16DRGJFG652P13B,/,2012,P13B,,,PHBB,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208281044,,,1B6FC2D2-F905-4246-BC27-57CF843E74E4,CNCHYNS945614
16DRGJFG652P13B,/,1012,P13B,,,PHBB,GJ FG    652,12,P3645 YR,,,16RC110005,Batch#000013745,PHGS,GA21;Mon810,,GO208281058,,,CBED2AC8-A287-449E-A507-16A83BEB1CC8,CNCHYNS945662
16DRGJFG652P10A,/,2011,P10A,,,PHGS,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208281017,,,398BF4FA-6625-4ADB-9295-485423FAA6BF,CNCHYNS945643
16DRGJFG652P10A,/,1011,P10A,,,PHGS,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208281031,,,1F96C9C3-D7CA-4551-B107-B144154B092F,CNCHYNS945572
16DRGJFG652P10C,/,1011,P10C,,,PHGS,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208280975,,,4EA2E339-DA43-423A-AE09-926F8C424B79,CNCHYNS945629
16DRGJFG652P10C,/,2011,P10C,,,PHGS,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208280961,,,6EB351B3-4B4C-4E45-858D-389B503AA75A,CNCHYNS945570
16DRGJFG652P11D,/,1011,P11D,,,PHGS,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208281003,,,308FB09F-0BFB-4834-9B61-E63726618B8B,CNCHYNS945626
16DRGJFG652P11D,/,2011,P11D,,,PHGS,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208280989,,,94589805-88FE-4F78-99B3-9589CD017FCE,CNCHYNS945667
16DRGJFG652P13B,/,1011,P13B,,,PHBB,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208281059,,,FB335CE0-88D9-4F8E-93AD-3AB30D11E01D,CNCHYNS945632
16DRGJFG652P13B,/,2011,P13B,,,PHBB,GJ FG    652,11,P3774 YHR,,,16RC110006,Batch#000012316,PHGS,,,GO208281045,,,D24D5507-9757-4B3D-A8B9-FCEC27EE6E73,CNCHYNS945579
16DRGJFG652P10A,/,2014,P10A,,,PHGS,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208281014,,,5C5F948E-034E-4C7A-84D6-11EB3C861115,CNCHYNS945569
16DRGJFG652P10A,/,1014,P10A,,,PHGS,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208281028,,,F66C581D-8D79-4441-9FA3-06AFF866967E,CNCHYNS945591
16DRGJFG652P10C,/,2014,P10C,,,PHGS,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208280958,,,B13744CB-97F4-4DFD-82E2-1BDA92AB5C59,CNCHYNS945567
16DRGJFG652P10C,/,1014,P10C,,,PHGS,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208280972,,,2A03096C-2346-4F31-B556-0C08830A5B90,CNCHYNS945577
16DRGJFG652P11D,/,2014,P11D,,,PHGS,GJ FG    652,14,P4124 YR,,,16RC110007,Batch#000012676,PHGS,,,GO208280986,,,654DF6C4-0234-41A3-BB9F-611D5F03977B,CNCHYNS945552
